timestamp,p1,p2,p3,p4,p5,p6,p7,v1,v2,v3,v4,v5,v6,v7
2025-12-16 18:01:54.176,0.241631,-0.022396,0.121102,-2.529944,1.427888,2.258337,1.582113,-0.003337,-0.000177,-0.000696,0.000269,0.000023,-0.002972,0.000768
2025-12-16 18:01:54.181,0.241625,-0.022397,0.121084,-2.529942,1.427876,2.258318,1.582110,-0.000153,-0.000742,-0.001840,0.001049,0.000548,-0.004094,0.001516
2025-12-16 18:01:54.182,0.241619,-0.022396,0.121080,-2.529940,1.427871,2.258312,1.582096,-0.003148,0.000475,-0.001376,0.001240,0.000348,-0.007507,-0.005380
2025-12-16 18:01:54.183,0.241617,-0.022397,0.121077,-2.529944,1.427868,2.258312,1.582094,-0.002323,-0.000333,-0.000330,0.000270,-0.000450,-0.005240,-0.004219
2025-12-16 18:01:54.185,0.241614,-0.022399,0.121075,-2.529945,1.427864,2.258307,1.582099,-0.001717,-0.001336,-0.000267,0.000180,-0.000302,-0.004323,-0.001236
2025-12-16 18:01:54.186,0.241609,-0.022396,0.121071,-2.529950,1.427863,2.258306,1.582104,-0.002385,0.000223,-0.000862,-0.001643,-0.004459,-0.003224,0.000435
2025-12-16 18:01:54.187,0.241607,-0.022396,0.121067,-2.529949,1.427859,2.258297,1.582103,-0.003417,0.000099,0.000013,-0.000359,-0.006440,-0.002045,-0.002734
2025-12-16 18:01:54.192,0.241588,-0.022397,0.121053,-2.529949,1.427844,2.258281,1.582099,-0.004670,0.001171,-0.004328,-0.002315,-0.002196,-0.000966,0.000022
2025-12-16 18:01:54.198,0.241576,-0.022399,0.121033,-2.529947,1.427835,2.258263,1.582086,-0.003602,0.000430,-0.001294,0.000504,-0.000333,-0.008122,-0.003534
2025-12-16 18:01:54.201,0.241571,-0.022403,0.121023,-2.529949,1.427828,2.258256,1.582074,-0.004038,-0.000698,-0.000629,-0.002906,0.000281,-0.003674,-0.004339
2025-12-16 18:01:54.202,0.241568,-0.022402,0.121026,-2.529955,1.427827,2.258255,1.582074,-0.003710,0.000092,-0.002378,-0.003428,0.000178,-0.002718,-0.002726
2025-12-16 18:01:54.203,0.241561,-0.022400,0.121019,-2.529953,1.427825,2.258252,1.582077,-0.002226,0.000474,-0.001829,-0.000835,-0.000271,-0.000306,0.001023
2025-12-16 18:01:54.205,0.241558,-0.022400,0.121012,-2.529953,1.427822,2.258247,1.582072,-0.005354,0.000316,-0.002585,-0.000677,-0.000184,-0.001402,0.000236
2025-12-16 18:01:54.206,0.241557,-0.022407,0.121014,-2.529957,1.427821,2.258243,1.582065,-0.005961,-0.002202,-0.000079,-0.001098,-0.000126,-0.001020,-0.001694
2025-12-16 18:01:54.207,0.241555,-0.022406,0.121011,-2.529956,1.427817,2.258239,1.582067,-0.004519,-0.000819,-0.000142,-0.000242,-0.004303,-0.000744,-0.005079
2025-12-16 18:01:54.208,0.241550,-0.022402,0.121006,-2.529954,1.427816,2.258238,1.582059,-0.004535,0.000568,-0.000719,0.000345,-0.003222,-0.000543,-0.005226
2025-12-16 18:01:54.209,0.241547,-0.022404,0.121003,-2.529956,1.427816,2.258234,1.582062,-0.001522,0.000067,-0.002419,-0.000272,-0.005958,-0.003938,-0.000481
2025-12-16 18:01:54.210,0.241544,-0.022406,0.120993,-2.529960,1.427812,2.258233,1.582059,-0.001187,0.000045,-0.004223,-0.000759,-0.004485,-0.007647,-0.000496
2025-12-16 18:01:54.212,0.241542,-0.022408,0.120993,-2.529957,1.427811,2.258229,1.582052,-0.003936,-0.000527,-0.001827,0.000035,-0.003374,-0.005726,-0.001174
2025-12-16 18:01:54.213,0.241540,-0.022409,0.120992,-2.529962,1.427812,2.258226,1.582042,-0.002972,-0.000351,-0.000824,-0.001195,-0.002199,-0.003915,-0.002713
2025-12-16 18:01:54.214,0.241535,-0.022407,0.120988,-2.529963,1.427808,2.258224,1.582038,-0.002800,0.000323,-0.003815,-0.000806,-0.002021,-0.007669,-0.001509
2025-12-16 18:01:54.215,0.241535,-0.022407,0.120982,-2.529960,1.427806,2.258215,1.582036,-0.002819,0.000143,-0.002197,0.000993,-0.001241,-0.004588,0.001669
2025-12-16 18:01:54.216,0.241530,-0.022409,0.120980,-2.529961,1.427806,2.258214,1.582033,-0.002833,0.000096,-0.001107,0.000658,-0.000919,-0.003428,0.001421
2025-12-16 18:01:54.218,0.241527,-0.022406,0.120976,-2.529963,1.427802,2.258209,1.582021,-0.002116,0.001270,-0.001444,0.000436,-0.001020,-0.002902,-0.001246
2025-12-16 18:01:54.219,0.241524,-0.022410,0.120972,-2.529964,1.427801,2.258208,1.582016,-0.004719,-0.000360,-0.004219,0.000289,0.000286,-0.002142,-0.004794
2025-12-16 18:01:54.220,0.241523,-0.022409,0.120966,-2.529967,1.427797,2.258202,1.582001,-0.002401,-0.000005,-0.001809,0.000188,-0.000493,-0.001659,-0.006795
2025-12-16 18:01:54.221,0.241520,-0.022414,0.120963,-2.529966,1.427798,2.258199,1.581995,-0.004892,-0.001767,-0.000844,0.000681,-0.000011,-0.000821,-0.008769
2025-12-16 18:01:54.230,0.241505,-0.022419,0.120933,-2.529978,1.427782,2.258175,1.581927,-0.000724,-0.002820,-0.005382,-0.001137,0.000005,-0.003354,-0.003803
2025-12-16 18:01:54.233,0.241492,-0.022425,0.120922,-2.529988,1.427778,2.258163,1.581910,-0.003194,-0.001200,-0.004308,-0.001032,0.000049,-0.003394,-0.002132
2025-12-16 18:01:54.235,0.241491,-0.022424,0.120918,-2.529994,1.427777,2.258160,1.581905,-0.001706,-0.000316,-0.006980,-0.000909,0.000032,-0.002199,-0.002088
2025-12-16 18:01:54.236,0.241486,-0.022427,0.120910,-2.530006,1.427776,2.258150,1.581893,-0.001649,-0.000218,-0.004639,-0.001845,-0.000325,-0.000944,-0.003162
2025-12-16 18:01:54.238,0.241486,-0.022426,0.120907,-2.530007,1.427774,2.258147,1.581889,0.000011,0.001030,-0.003408,-0.000117,0.000122,-0.001506,-0.002232
2025-12-16 18:01:54.239,0.241481,-0.022436,0.120900,-2.530018,1.427773,2.258140,1.581889,-0.000468,-0.000379,-0.004384,-0.002628,0.000495,-0.000322,0.000459
2025-12-16 18:01:54.241,0.241480,-0.022437,0.120897,-2.530021,1.427773,2.258135,1.581891,0.000205,0.000384,-0.003901,-0.001982,0.000330,-0.000269,0.001338
2025-12-16 18:01:54.242,0.241477,-0.022439,0.120895,-2.530028,1.427773,2.258131,1.581886,0.000106,0.001360,-0.002847,-0.002701,0.000559,-0.004573,-0.000605
2025-12-16 18:01:54.243,0.241472,-0.022445,0.120899,-2.530035,1.427771,2.258129,1.581886,-0.003652,0.000899,-0.000320,-0.003136,0.000712,-0.008743,-0.000433
2025-12-16 18:01:54.244,0.241468,-0.022448,0.120888,-2.530045,1.427767,2.258120,1.581883,-0.001802,-0.002352,-0.001267,-0.004937,-0.000362,-0.004780,0.000375
2025-12-16 18:01:54.245,0.241463,-0.022450,0.120883,-2.530051,1.427765,2.258115,1.581885,-0.005146,-0.002843,-0.002129,-0.005300,0.000098,-0.003968,0.001323
2025-12-16 18:01:54.246,0.241460,-0.022458,0.120886,-2.530057,1.427763,2.258110,1.581884,-0.003161,-0.005092,0.000286,-0.004924,0.000065,-0.003325,0.000873
2025-12-16 18:01:54.247,0.241453,-0.022462,0.120879,-2.530060,1.427760,2.258106,1.581884,-0.003598,-0.002349,-0.001060,-0.006221,0.000043,-0.002074,0.000575
2025-12-16 18:01:54.248,0.241451,-0.022473,0.120878,-2.530064,1.427758,2.258102,1.581875,-0.002055,-0.005727,-0.003242,-0.003928,-0.000310,-0.001182,-0.001792
2025-12-16 18:01:54.250,0.241446,-0.022479,0.120877,-2.530077,1.427755,2.258098,1.581874,-0.002087,-0.003920,-0.002449,-0.008246,0.000132,-0.000917,-0.001199
2025-12-16 18:01:54.251,0.241446,-0.022481,0.120876,-2.530084,1.427753,2.258093,1.581869,0.000252,-0.003927,-0.001291,-0.009534,-0.000251,-0.000708,-0.001175
2025-12-16 18:01:54.252,0.241440,-0.022493,0.120868,-2.530097,1.427748,2.258086,1.581875,-0.005501,-0.007460,-0.000803,-0.009424,-0.000112,-0.000169,0.002379
2025-12-16 18:01:54.253,0.241436,-0.022499,0.120864,-2.530106,1.427746,2.258082,1.581868,-0.003605,-0.008933,-0.003771,-0.007741,0.000265,-0.000527,-0.000212
2025-12-16 18:01:54.255,0.241434,-0.022507,0.120857,-2.530119,1.427743,2.258076,1.581871,-0.002218,-0.008033,-0.007198,-0.009609,-0.000163,-0.000755,0.000943
2025-12-16 18:01:54.256,0.241427,-0.022518,0.120859,-2.530123,1.427741,2.258072,1.581860,-0.005455,-0.008328,-0.003545,-0.005928,-0.003982,-0.000153,-0.001915
2025-12-16 18:01:54.257,0.241423,-0.022523,0.120854,-2.530132,1.427740,2.258067,1.581861,-0.004107,-0.009740,-0.003303,-0.007790,-0.003005,-0.005195,-0.000565
2025-12-16 18:01:54.258,0.241418,-0.022528,0.120847,-2.530151,1.427736,2.258064,1.581862,-0.005083,-0.006210,-0.004462,-0.011430,-0.001709,-0.006837,0.000969
2025-12-16 18:01:54.259,0.241415,-0.022530,0.120843,-2.530152,1.427733,2.258062,1.581861,-0.006978,-0.004494,-0.003398,-0.009174,-0.000948,-0.005177,0.001358
2025-12-16 18:01:54.260,0.241406,-0.022536,0.120838,-2.530163,1.427732,2.258058,1.581853,-0.010182,-0.005025,-0.006298,-0.011522,-0.000404,-0.004289,-0.001265
2025-12-16 18:01:54.261,0.241403,-0.022543,0.120835,-2.530166,1.427724,2.258052,1.581845,-0.009959,-0.005869,-0.004700,-0.010742,-0.001675,-0.008272,-0.002302
2025-12-16 18:01:54.263,0.241397,-0.022559,0.120826,-2.530186,1.427722,2.258048,1.581842,-0.004998,-0.008710,-0.002807,-0.012574,-0.000064,-0.009038,-0.003868
2025-12-16 18:01:54.264,0.241395,-0.022564,0.120824,-2.530191,1.427715,2.258048,1.581848,-0.003223,-0.006709,-0.000969,-0.012118,-0.001061,-0.006420,-0.000698
2025-12-16 18:01:54.265,0.241392,-0.022567,0.120822,-2.530197,1.427717,2.258043,1.581845,-0.002485,-0.007289,-0.003306,-0.012363,-0.003906,-0.005229,-0.000343
2025-12-16 18:01:54.267,0.241391,-0.022573,0.120816,-2.530202,1.427712,2.258042,1.581844,-0.001352,-0.008378,-0.003235,-0.008631,-0.003309,-0.003918,-0.000391
2025-12-16 18:01:54.268,0.241388,-0.022576,0.120811,-2.530212,1.427708,2.258036,1.581834,-0.001090,-0.008108,-0.005596,-0.011027,-0.002480,-0.003648,-0.002553
2025-12-16 18:01:54.269,0.241383,-0.022585,0.120809,-2.530222,1.427704,2.258035,1.581828,-0.001426,-0.009253,-0.003559,-0.012452,-0.001520,-0.001590,-0.003217
2025-12-16 18:01:54.270,0.241376,-0.022594,0.120801,-2.530228,1.427699,2.258032,1.581830,-0.001613,-0.010101,-0.006502,-0.009755,-0.001168,-0.001988,-0.005225
2025-12-16 18:01:54.271,0.241377,-0.022598,0.120801,-2.530232,1.427698,2.258026,1.581829,-0.003187,-0.008949,-0.003657,-0.006619,-0.000895,-0.002174,-0.003936
2025-12-16 18:01:54.272,0.241369,-0.022612,0.120791,-2.530252,1.427691,2.258022,1.581828,-0.004047,-0.006501,-0.002187,-0.007708,0.000271,-0.000637,-0.001257
2025-12-16 18:01:54.274,0.241365,-0.022620,0.120787,-2.530250,1.427688,2.258015,1.581818,-0.003076,-0.008716,-0.004289,-0.005925,0.000437,-0.005463,-0.003199
2025-12-16 18:01:54.275,0.241363,-0.022627,0.120778,-2.530260,1.427682,2.258014,1.581817,-0.004182,-0.009174,-0.007530,-0.005796,-0.000051,-0.003727,-0.002276
2025-12-16 18:01:54.276,0.241358,-0.022630,0.120777,-2.530267,1.427678,2.258006,1.581814,-0.003812,-0.008906,-0.004490,-0.006424,-0.004912,-0.003202,-0.006318
2025-12-16 18:01:54.277,0.241354,-0.022639,0.120771,-2.530273,1.427670,2.258003,1.581816,-0.002891,-0.007488,-0.003431,-0.004359,-0.003982,-0.007102,-0.003598
2025-12-16 18:01:54.278,0.241345,-0.022650,0.120762,-2.530287,1.427661,2.257990,1.581815,-0.007377,-0.008588,-0.001805,-0.008335,-0.002048,-0.003986,-0.001490
2025-12-16 18:01:54.279,0.241343,-0.022660,0.120756,-2.530295,1.427653,2.257985,1.581813,-0.007550,-0.010746,-0.004534,-0.009049,-0.005682,-0.002987,-0.001565
