timestamp,p1,p2,p3,p4,p5,p6,p7,v1,v2,v3,v4,v5,v6,v7
2025-12-16 17:32:28.244,0.184266,0.117640,0.075599,-2.351587,1.330366,2.187689,1.606434,0.000052,-0.004229,0.000501,-0.010963,-0.000194,-0.000283,0.000888
2025-12-16 17:32:28.246,0.184264,0.117618,0.075596,-2.351614,1.330371,2.187690,1.606428,-0.000272,-0.001611,-0.000130,-0.014013,-0.000125,-0.000125,-0.003988
2025-12-16 17:32:28.248,0.184266,0.117613,0.075595,-2.351625,1.330372,2.187691,1.606428,0.000457,-0.000658,0.000470,-0.014098,0.000222,0.000290,-0.002680
2025-12-16 17:32:28.249,0.184263,0.117606,0.075595,-2.351632,1.330374,2.187694,1.606426,-0.000910,0.000012,-0.000244,-0.012713,-0.000157,0.000905,-0.002456
2025-12-16 17:32:28.250,0.184263,0.117597,0.075594,-2.351643,1.330372,2.187691,1.606418,-0.000613,-0.003770,-0.000812,-0.013435,-0.000105,-0.000109,-0.003283
2025-12-16 17:32:28.251,0.184263,0.117588,0.075592,-2.351654,1.330376,2.187694,1.606416,-0.000413,-0.005966,-0.000541,-0.013694,0.000235,0.000640,-0.007431
2025-12-16 17:32:28.252,0.184264,0.117575,0.075594,-2.351679,1.330376,2.187693,1.606408,0.000183,-0.001599,-0.000055,-0.014380,0.000014,0.000149,-0.005007
2025-12-16 17:32:28.254,0.184268,0.117564,0.075591,-2.351688,1.330379,2.187690,1.606407,0.001326,-0.002555,-0.001150,-0.013387,0.000993,-0.000613,-0.002882
2025-12-16 17:32:28.255,0.184262,0.117560,0.075588,-2.351696,1.330376,2.187694,1.606406,-0.000324,-0.003301,-0.000767,-0.012634,-0.000322,0.000676,-0.001055
2025-12-16 17:32:28.256,0.184260,0.117551,0.075589,-2.351707,1.330380,2.187693,1.606399,-0.001331,-0.002622,0.000046,-0.013431,0.000091,0.000078,-0.001612
2025-12-16 17:32:28.257,0.184254,0.117536,0.075593,-2.351725,1.330381,2.187694,1.606400,-0.001613,-0.006337,0.001227,-0.008959,0.000142,0.000521,0.001890
2025-12-16 17:32:28.259,0.184258,0.117526,0.075589,-2.351734,1.330383,2.187691,1.606393,0.000130,-0.004928,-0.000389,-0.009199,0.000434,-0.000365,0.000106
2025-12-16 17:32:28.260,0.184259,0.117513,0.075591,-2.351748,1.330385,2.187688,1.606391,0.000643,-0.005576,-0.000259,-0.010346,-0.000050,-0.000243,0.000731
