timestamp,p1,p2,p3,p4,p5,p6,p7,v1,v2,v3,v4,v5,v6,v7
2025-12-16 18:51:07.452,0.153652,0.486882,0.055423,-2.051301,1.319399,2.189247,1.525714,-0.000183,-0.001495,-0.001180,0.001771,-0.000570,-0.000304,-0.005333
2025-12-16 18:51:07.502,0.153641,0.486912,0.055433,-2.051310,1.319420,2.189382,1.525607,-0.000385,0.002248,0.001243,-0.002858,0.003526,-0.000210,-0.007908
2025-12-16 18:51:07.552,0.153651,0.486901,0.055452,-2.051331,1.319500,2.189382,1.525397,0.000978,0.000950,0.001445,-0.000759,0.005088,0.000437,-0.000715
2025-12-16 18:51:07.602,0.153664,0.486898,0.055572,-2.051488,1.319614,2.189419,1.525242,0.000873,0.000545,-0.000831,-0.007197,0.001346,0.000029,-0.002630
2025-12-16 18:51:07.651,0.153679,0.486910,0.055630,-2.051695,1.319693,2.189473,1.525135,0.000201,0.000377,0.001702,-0.003113,0.002180,0.002081,-0.005713
2025-12-16 18:51:07.702,0.153659,0.486898,0.055628,-2.051753,1.319745,2.189613,1.525057,-0.000619,-0.000237,-0.000327,0.000056,0.000506,0.000324,0.000080
2025-12-16 18:51:07.752,0.153653,0.486893,0.055617,-2.051767,1.319750,2.189614,1.525042,0.000673,0.000201,-0.001143,-0.001101,0.000543,-0.000502,-0.001156
2025-12-16 18:51:07.802,0.153657,0.486888,0.055623,-2.051762,1.319749,2.189602,1.525049,0.000186,-0.000358,0.001427,0.000645,0.000609,-0.000234,0.000439
2025-12-16 18:51:07.852,0.153650,0.486893,0.055614,-2.051764,1.319748,2.189590,1.525058,-0.000012,0.000485,-0.001989,-0.000676,0.000455,-0.004417,0.000150
2025-12-16 18:51:07.903,0.153647,0.486893,0.055611,-2.051765,1.319747,2.189580,1.525075,-0.001357,0.000076,-0.000459,-0.000747,0.000265,-0.000115,0.000460
2025-12-16 18:51:07.952,0.153646,0.486895,0.055609,-2.051751,1.319748,2.189575,1.525084,-0.000248,0.001556,0.000471,-0.000957,0.000450,-0.000218,0.000146
2025-12-16 18:51:08.002,0.153646,0.486890,0.055603,-2.051713,1.319746,2.189577,1.525092,-0.000616,-0.006491,-0.000126,0.001739,0.000640,-0.001351,0.001342
2025-12-16 18:51:08.052,0.153640,0.486832,0.055521,-2.051705,1.319733,2.189357,1.525298,0.001300,-0.000943,-0.009012,0.000227,0.000342,-0.020385,0.011920
2025-12-16 18:51:08.101,0.153548,0.486548,0.055427,-2.051718,1.319681,2.189239,1.525408,-0.003155,-0.005028,-0.000543,-0.003169,-0.003479,-0.017166,0.005289
2025-12-16 18:51:08.152,0.153426,0.485895,0.055293,-2.051903,1.319577,2.189062,1.525633,-0.001915,-0.013432,-0.007944,-0.008819,-0.001066,-0.003412,0.000294
2025-12-16 18:51:08.202,0.153264,0.484967,0.055129,-2.052597,1.319383,2.188890,1.525720,-0.002316,-0.021578,-0.003765,-0.017122,-0.002598,-0.004592,0.001997
2025-12-16 18:51:08.252,0.153086,0.483799,0.054942,-2.053477,1.319199,2.188565,1.525927,-0.001675,-0.028104,-0.006370,-0.020233,-0.003726,-0.005267,-0.000956
2025-12-16 18:51:08.301,0.153011,0.482618,0.054755,-2.054244,1.318833,2.188283,1.526351,-0.000243,-0.024504,-0.001446,-0.011920,-0.014733,-0.004608,0.011600
2025-12-16 18:51:08.352,0.152908,0.481372,0.054604,-2.055010,1.318406,2.187874,1.526850,-0.001833,-0.024319,-0.002673,-0.019293,-0.012169,-0.007606,0.007729
2025-12-16 18:51:08.402,0.152815,0.479936,0.054446,-2.055858,1.317944,2.187479,1.527439,-0.005607,-0.030171,-0.005158,-0.019588,-0.014931,-0.003127,0.011470
2025-12-16 18:51:08.452,0.152620,0.478187,0.054219,-2.057000,1.317473,2.187038,1.528041,-0.002933,-0.037511,-0.004959,-0.025690,-0.013658,-0.010678,0.005667
2025-12-16 18:51:08.502,0.152422,0.475971,0.053962,-2.058561,1.316981,2.186538,1.528634,-0.002693,-0.051430,-0.002473,-0.032528,-0.015990,-0.009738,0.016126
2025-12-16 18:51:08.552,0.152190,0.473455,0.053726,-2.060292,1.316410,2.185960,1.529351,-0.001033,-0.050366,-0.007241,-0.032738,-0.010796,-0.015876,0.012917
2025-12-16 18:51:08.602,0.151984,0.470894,0.053453,-2.062061,1.315770,2.185328,1.530130,-0.009376,-0.050554,-0.010334,-0.031440,-0.017627,-0.007610,0.016458
2025-12-16 18:51:08.653,0.151748,0.468159,0.053140,-2.063959,1.314945,2.184647,1.531022,-0.009709,-0.056937,-0.004500,-0.041416,-0.012297,-0.013378,0.021090
2025-12-16 18:51:08.702,0.151357,0.465074,0.052781,-2.066220,1.314164,2.183876,1.531796,-0.006133,-0.064037,-0.005793,-0.052778,-0.017406,-0.018014,0.015439
2025-12-16 18:51:08.752,0.150884,0.461338,0.052310,-2.068994,1.313302,2.183004,1.532603,-0.006094,-0.085111,-0.012714,-0.057451,-0.021677,-0.013960,0.016399
2025-12-16 18:51:08.802,0.150418,0.457142,0.051873,-2.072217,1.312433,2.182062,1.533426,-0.004300,-0.090060,-0.006563,-0.072589,-0.017777,-0.027408,0.016109
2025-12-16 18:51:08.853,0.149962,0.452680,0.051463,-2.075839,1.311564,2.181073,1.534245,-0.012005,-0.087530,-0.010873,-0.070648,-0.013540,-0.016903,0.013375
2025-12-16 18:51:08.901,0.149546,0.448178,0.051050,-2.079407,1.310725,2.180102,1.535177,-0.007056,-0.092856,-0.008821,-0.069474,-0.011415,-0.025678,0.026485
2025-12-16 18:51:08.952,0.149166,0.443388,0.050616,-2.083125,1.309812,2.179161,1.536271,-0.005898,-0.094651,-0.014905,-0.072955,-0.016196,-0.019554,0.023429
2025-12-16 18:51:09.002,0.148763,0.438523,0.050172,-2.086992,1.308916,2.178199,1.537263,-0.008650,-0.097488,-0.007897,-0.077377,-0.018919,-0.019776,0.014969
2025-12-16 18:51:09.052,0.148325,0.433543,0.049740,-2.091060,1.308098,2.177291,1.537981,-0.012502,-0.102189,-0.007439,-0.092003,-0.015292,-0.017376,0.009599
