timestamp,p1,p2,p3,p4,p5,p6,p7,v1,v2,v3,v4,v5,v6,v7
2025-12-16 17:29:01.852,0.200600,0.031161,0.085270,-2.483319,1.389305,2.205696,1.552477,-0.000891,0.002971,-0.000392,0.005540,-0.000448,-0.000065,0.000464
2025-12-16 17:29:01.906,0.200615,0.031180,0.085277,-2.483330,1.389302,2.205692,1.552530,0.000147,-0.000879,0.000889,-0.001225,-0.000195,-0.000385,0.001009
2025-12-16 17:29:01.952,0.200612,0.031174,0.085278,-2.483299,1.389305,2.205703,1.552538,-0.000558,0.000146,0.000242,0.000986,-0.000223,0.001017,0.004942
2025-12-16 17:29:02.002,0.200622,0.031173,0.085280,-2.483312,1.389302,2.205696,1.552600,-0.000203,-0.001102,0.001036,0.000239,-0.000196,-0.000073,-0.000648
2025-12-16 17:29:02.052,0.200616,0.031178,0.085278,-2.483310,1.389302,2.205700,1.552604,-0.000642,0.000296,0.000029,0.000049,-0.000001,0.000425,0.000968
2025-12-16 17:29:02.101,0.200622,0.031170,0.085278,-2.483314,1.389306,2.205698,1.552606,0.000089,0.000799,0.000480,-0.000267,-0.000288,0.000495,0.000586
2025-12-16 17:29:02.153,0.200644,0.031156,0.085293,-2.483387,1.389303,2.205698,1.552602,0.001729,0.000758,0.000256,-0.006193,0.000219,-0.000495,0.002006
2025-12-16 17:29:02.202,0.200726,0.031038,0.085325,-2.483500,1.389304,2.205722,1.552601,0.004573,-0.011696,-0.000122,-0.003793,0.000618,0.003985,0.001371
2025-12-16 17:29:02.252,0.200816,0.030627,0.085428,-2.483733,1.389298,2.205873,1.552597,-0.000303,-0.003460,-0.000968,0.000810,-0.000798,0.000769,0.000732
2025-12-16 17:29:02.302,0.200813,0.030591,0.085437,-2.483714,1.389300,2.205892,1.552597,0.001063,0.003144,0.000266,-0.001389,-0.000133,-0.000169,0.000379
2025-12-16 17:29:02.351,0.200833,0.030725,0.085448,-2.483720,1.389308,2.205906,1.552590,0.001885,0.002732,0.001341,-0.000052,0.003550,0.000054,-0.004662
2025-12-16 17:29:02.401,0.200946,0.030864,0.085554,-2.483809,1.389387,2.206108,1.552330,0.003848,-0.003310,0.004338,-0.008498,0.000575,0.002324,-0.008409
2025-12-16 17:29:02.452,0.201084,0.030785,0.085689,-2.484057,1.389565,2.206244,1.552241,0.001578,0.001196,0.000918,-0.002542,0.001130,0.000170,-0.000408
2025-12-16 17:29:02.501,0.201089,0.030726,0.085697,-2.484167,1.389635,2.206271,1.552221,0.000265,-0.000069,-0.000510,-0.002841,-0.000076,0.000446,-0.000956
2025-12-16 17:29:02.552,0.201258,0.030600,0.085868,-2.484641,1.390036,2.206552,1.551864,0.006326,0.001178,0.006090,-0.008693,0.008698,0.009213,-0.005057
2025-12-16 17:29:02.605,0.201591,0.030415,0.086220,-2.485166,1.390677,2.206970,1.551472,0.005316,-0.003883,0.007168,-0.012668,0.012590,0.003581,-0.009462
2025-12-16 17:29:02.652,0.201800,0.030437,0.086474,-2.485461,1.391239,2.207281,1.551181,0.006173,0.006135,0.002332,-0.003895,0.008827,0.013663,-0.009413
2025-12-16 17:29:02.702,0.201872,0.031549,0.086546,-2.485137,1.391975,2.207615,1.550161,-0.000120,0.041080,0.000308,0.012492,0.016196,0.010230,-0.039169
2025-12-16 17:29:02.752,0.201846,0.034821,0.086537,-2.484043,1.393083,2.208093,1.547669,0.000085,0.081023,-0.000470,0.026326,0.024687,0.011253,-0.067034
2025-12-16 17:29:02.801,0.201651,0.040124,0.086431,-2.482190,1.394733,2.208648,1.543781,-0.004991,0.119435,-0.004349,0.041160,0.035283,0.008800,-0.084181
2025-12-16 17:29:02.852,0.201228,0.046542,0.085996,-2.479628,1.396327,2.209142,1.539306,-0.013329,0.135055,-0.014853,0.056913,0.024631,0.014246,-0.085681
2025-12-16 17:29:02.902,0.200695,0.053435,0.085469,-2.476551,1.397775,2.209582,1.534756,-0.008858,0.134189,-0.009669,0.069656,0.018362,0.002349,-0.083268
2025-12-16 17:29:02.952,0.200084,0.059950,0.084907,-2.473275,1.398553,2.209659,1.530939,-0.013752,0.121513,-0.014859,0.068064,0.010778,0.000267,-0.064984
2025-12-16 17:29:03.003,0.199365,0.065577,0.084250,-2.469849,1.398827,2.209656,1.528080,-0.018304,0.103117,-0.012937,0.063283,-0.000024,-0.005003,-0.044107
2025-12-16 17:29:03.052,0.198544,0.070553,0.083491,-2.466171,1.398802,2.209467,1.526169,-0.014201,0.096474,-0.017824,0.068342,-0.002661,-0.015500,-0.036757
2025-12-16 17:29:03.102,0.197694,0.075502,0.082684,-2.462509,1.398557,2.209125,1.524539,-0.015820,0.095764,-0.015141,0.070721,-0.007972,-0.016408,-0.023107
2025-12-16 17:29:03.152,0.196971,0.080366,0.081948,-2.458929,1.398287,2.208885,1.522857,-0.015602,0.096484,-0.014585,0.063865,-0.004761,-0.011956,-0.040868
2025-12-16 17:29:03.202,0.196250,0.085073,0.081217,-2.455610,1.397949,2.208555,1.521103,-0.016298,0.094734,-0.011411,0.065791,-0.008746,-0.007499,-0.026316
2025-12-16 17:29:03.252,0.195438,0.089433,0.080395,-2.452305,1.397392,2.208069,1.519774,-0.019162,0.079104,-0.016948,0.062374,-0.012677,-0.010116,-0.015393
2025-12-16 17:29:03.302,0.194614,0.093480,0.079554,-2.448961,1.396578,2.207506,1.518670,-0.019452,0.073928,-0.016841,0.063321,-0.015414,-0.010945,-0.022027
2025-12-16 17:29:03.351,0.193910,0.096991,0.078889,-2.446237,1.396022,2.207016,1.517590,-0.013040,0.071867,-0.018142,0.049785,-0.008223,-0.009073,-0.026990
2025-12-16 17:29:03.402,0.193232,0.100486,0.078233,-2.443685,1.395533,2.206590,1.516469,-0.015543,0.065004,-0.015754,0.052011,-0.002603,-0.009273,-0.021175
